minute_id,date,year,institution,keyword,context_snippet,is_climate_change,raw_response
2664,2019-05-20,,State Bank of Pakistan,esg," 20, 2019
**Location:** State Bank of Pakistan

### Participants:
*   **Dr. Reza Baqir:** Governor State Bank of Pakistan & Chairman MPC
*   **Mr. Jameel Ahmad:** Deputy Governor (Banking & FMRM)
*   **Dr. Inayat Hussain:** Executive Director (SFI & ESG)
*   **Dr. Saeed Ahmed:** Executive Director & Chief Economist
*   **Mr. Uzma Farooq:** Director, State Bank Board
*   **Dr. Nadeem Hamed:** Secretary Committee / Corporate Secretary
*   **Mr. Muhammad Mansoor Ali:** [Staff/Departmental Representati",False,No
2673,2017-11-24,,State Bank of Pakistan,coal,"ect and indirect taxes.
*   **Current Account:** The current account deficit reached $5.2 billion during July-October FY18, compared to $2.26 billion in the same period last year. This was due to a surge in imports (oil and non-oil) and a decline in Coalition Support Fund (CSF) inflows.
*   **Remittances:** Workers' remittances stood at $6.32 billion during July-October FY18.
*   **Foreign Investment:** Net Foreign Direct Investment (FDI) reached $1.16 billion, with significant contributions from Ch",False,No
2679,2016-11-26,,State Bank of Pakistan,coal,"ain non-tax receipts.

**External Sector:**
*   The Current Account Deficit for July–October FY17 stood at **$1.76 billion**, compared to $1.08 billion in the same period last year. This increase was driven by a higher trade deficit and a decline in Coalition Support Fund (CSF) inflows.
*   Workers' Remittances totaled **$6.26 billion** during July–October FY17, showing a slight decline compared to $6.70 billion in the previous year.
*   SBP’s liquid foreign exchange reserves stood at **$18.9 billio",False,no
2745,2018-10-18,,Central Bank of Chile,coal,"ational Economics

Main commodity variation (1) 
(percentage)

Commodity Prices (2)

GSCI comm
GSCI Energy
GSCI Metals
GSCI Grains
FAO cereals
FAO Food
US Broad

Natural gas
Iron
Soy
Copper
Brent Oil
Corn
WTI Oil
Gold
Rice
Cellulose
Wheat
Petrol
Charcoal

3,8
3,8
2,8
2,1
-1,4
-2,8
0,3

10,5
8,2
6,9
6,4
5,3
4,0
3,5
2,5
0,4
0,0
-0,5
-2,7
-5,8

110

80

50

20

Brent

USBroad

13

14

15

16

17

18

340

290

240

190

Copper

USBroad

-15

-10

-5

0

5

10

15

13

14

15

16

17

18

(1) Solid bars",False,No
2747,2018-07-23,,Central Bank of Chile,coal,"4

Research Division – Central Bank of Chile

International Economics

Main commodity variation (1)
(percentage)

Commodities: Peak to valley to today (2)
(percentage)

GSCI Energy
GSCI comm
GSCI Grains
GSCI Metals
FAO Food
FAO cereals
US Broad

Charcoal
WTI Oil
Cellulose
Rice
Petrol
Wheat
Brent Oil
Iron
Gold
Natural gas
Corn
Soy
Copper

-1,1
-4,2
-7,4
-14,6
-1,3
-3,7
-1,6

6,4
6,0
0,9
0,2
-0,6
-2,5
-3,7

-5,0
-5,5
-6,3
-7,4
-10,5
-15,8

-23

-35

Natural gas

-1

-57

-13

-27

-40

-38

-8

-59

C",False,No
2749,2018-05-02,,Central Bank of Chile,coal," Central Bank of Chile

International Economics

Main commodity changes (*)
(percentage)

GSCI Energy
GSCI Grains
GSCI comm
GSCI Metals
FAO Food
FAO cereals
US Broad

Wheat
Petrol
Brent Oil
WTI Oil
Corn
Cellulose
Natural gas
Rice
Soy
Gold
Copper
Charcoal
Iron

8.9
7.9
6.4
1.7
1.1
2.7
-1.3

16.7
12.6
11.8
8.2
6.7
3.7
3.5
3.1
0.5
-0.4
-0.7
-2.0
-2.5

Adjust prices from the Peak to the valley and 

recovery 
(percentage)

-23

-35

Natural gas

-8

-49

-16

-27

-37

-38

-11

-56

Corn

Wheat

Brent
",False,No
2751,2018-01-31,,Central Bank of Chile,coal,"mber RPM. Source: Bloomberg

15

Monetary Policy Meeting – Central Bank of Chile

International Economics

Main commodity changes (*)
(percentage)

GSCI Energy
GSCI comm
GSCI Metals
GSCI Grains
FAO Food
FAO cereals
US Broad

Petrol
WTI Oil
Wheat
Charcoal
Natural gas
Iron
Gold
Brent Oil
Corn
Copper
Rice
Cellulose
Soy

120

100

80

60

40

20

13

340

290

240

190

12,0
9,6
7,9
5,0
-3,0
-0,3
4,1

15,2
13,9
12,1
11,0
9,2
7,9
7,2
6,9
6,6
5,9
4,2
3,6
2,1

Prices

Brent (US$/b)

14

15

16

17

18

Cop",False,No
2753,2019-10-22,,Central Bank of Chile,coal,"ational Stage

Real Prices Copper, WTI Oil (*)
(standardized, sample 2000-2019)

Main commodity changes 
(percentage)

3

2

1

0

-1

-2

Petroleum

Copper

GSCI Grains
GSCI comm
GSCI Metals
US Broad
GSCI Energy
FAO Food
FAO cereals

Corn
Wheat
Charcoal
Soy
Petrol
Copper
Rice
Brent Oil
WTI Oil
Gold
Iron
Natural gas

00
-30
(*) Real prices deflated by US producer price index Source: Bloomberg

12

09

15

18

03

06

15

Monetary Policy Division – Central Bank of Chile

9,1
2,6
1,9
1,8

0,8
-1,0
-6,",False,No
2757,2019-05-08,,Central Bank of Chile,coal,"ernational Stage

Main commodity changes (*) 
(percentage)

110

Oil: Price and Broad Dollar
(dollars per barrel, Jan.97=100)

GSCI Energy
GSCI comm
GSCI Metals
GSCI Grains
FAO cereals
FAO Food
US Broad

Iron
Brent Oil
WTI Oil
Petrol
Gold
Copper
Charcoal
Corn
Rice
Wheat
Natural gas
Soy

3.6

0.3
-3.8
-5.9
-2.2
0.1

-0.9

9.2

5.7
4.2

1.0
-2.6
-2.8
-3.4
-3.7
-5.8

-5.8
-6.8
-9.7

14

80

50

20

340

290

240

190

Brent
USBroad

16

15
Copper: Price and Broad Dollar
(cents per pound, Jan.97=100)

1",False,No
2759,2019-01-29,,Central Bank of Chile,coal,"icy Division – Central Bank of Chile

International Stage

Main commodity changes (1)(2)
(percentage)

Commodity prices

GSCI Grains
GSCI comm
GSCI Metals
GSCI Energy
FAO cereals
FAO Food
US Broad

Iron
Gold
Corn
Soy
Wheat
Brent Oil
WTI Oil
Rice
Charcoal
Copper
Petrol
Natural gas

0,0
-2,8

-1,8
-4,5
1,8
0,0
1,3

8,9

5,7
1,5
1,4
0,3
-0,7
-1,0
-2,0
-2,8
-4,5
-9,0
-33,0

110

80

50

20

Brent (US$/b)

13

14

15

16

17

18

19

340

290

240

USBroad

Copper (US$/lb)

190

99

93

87

81

75

99

9",False,No
2768,2020-01-28,,Central Bank of Chile,coal,"ce: Bloomberg and Central Bank of Chile. * Japan's inflation net of the effect of the VAT hike in 2014. International Stage

Main commodity variation (1)

(percentage)

GSCI Grains
GSCI Metals
GSCI comm
GSCI Energy
FAO Food
FAO cereals
US Broad

Charcoal
Wheat
Rice
Iron
Copper
Soy
Gold
Brent Oil
WTI Oil
Petrol
Corn
Natural gas

Data 27/1 (post 
corona virus)

5.3
4.8
4.1
3.3
5.6
0.0
1.9

11.2
10.8
8.7
7.2
7.1
6.4
6.1
5.7
5.0
4.4
3.6
-13.8

Gold

Wheat

Brent

WTI

Soy

Copper

DXY

treasury

Pig

VI",False,No
2777,2022-12-06,,Central Bank of Chile,renewable energy,"tions. In this context, private consumption continued to normalize after the strong 
increases recorded in 2021.  Investment, on the other hand, had surprised to the upside, although its greatest 
growth was concentrated in specific sectors, such as renewable energy. 

2

MINUTES OF MONETARY POLICY MEETINGDECEMBER 2022 On the other hand, the global economic outlook was complex, given the high persistence of global inflation and 
the rate hikes agreed by the main central banks. Projections for 2023 pointed to 
t",False,No
2793,2024-07-31,,Central Bank of Chile,energy transition,"ce and the U.S. dollar had appreciated.

Commodity prices, on the whole, had fallen since the last meeting. The fall in metals was partly due to somewhat weaker signals from China, combined with other elements such as reduced momentum related to the energy transition in advanced economies and some positive supply news. Thus, copper prices had declined relative to the June meeting. The price of a barrel of oil (WTI-Brent average) stood around US$79 in the days preceding the meeting (−5% from the June Monetary Pol",False,No
2795,2024-05-23,,Central Bank of Chile,energy transition,"round US$4.9 per pound (+22% since the April Meeting). This evolution would have been linked to several 
news related to supply constraints, which contrasted with a demand that was maintained 
as a result of the use of copper in the framework of the energy transition. The price of a barrel of 
oil was trading around US$81 (WTI-Brent average), which represented a fall of the order of 
6% since the April Meeting, associated with a relative stabilization of geopolitical conflicts and a 
weak demand for gasoline in ",False,No
2821,2000-05-25,,Czech National Bank,oil and gas," on the supply side of the economy, especially in the institutional area.
The Board discussed in detail the price of oil and petrol in recent weeks and its implications for future inflation and inflation expectations. After some period of decline in oil and gas prices, prices of these commodities are accelerating again, mainly on the basis of institutional factors. For this reason, a more sustained inflationary effect of higher growth in these commodity prices cannot be ruled out compared to the original a",False,No
2921,2013-08-01,,Czech National Bank,renewable energy,"dition to the forecast. These included in particular the risk of an unfulfilled or postponed economic recovery in the euro area and the risk of lower energy prices due to lower outlooks for world energy prices and a possible reduction in support for renewable energy sources. It was said that real estate realization prices, which, with the exception of Prague, had recorded a decline were also a downside risk to inflation. A majority of the board members agreed that no major upside risks to inflation were apparen",False,No
2996,2022-05-05,,Czech National Bank,oil and gas,"interconnection of the Czech Republic in the position of a subcontractor of the German economy, which is very involved in the Ukrainian and Russian markets. In the ensuing discussion, the Board also repeatedly mentioned the risk of a halt in Russian oil and gas supplies to Europe. According to Jan Rusnok, this would have very dramatic consequences for European economies. In his opinion, adapting the Czech economy to such a de facto war situation would also require an adjustment of the current model mechani",False,No
3021,2023-05-03,,Central Bank of Colombia,coal,"tion, factor income would yield a less negative result because the profits remitted abroad by companies with foreign investment in Colombia would be lower. This is partly explained by the fact that the 2022 tax reform increased tax rates for oil and coal producing companies, when international prices of these commodities exceeded a certain threshold, as indeed happened. The U.S. Federal Reserve Bank and the European Central Bank raised their policy interest rates again in the face of persistently hi",False,No
3030,2022-04-04,,Central Bank of Colombia,coal,"ternal front, Russia's invasion of Ukraine, in a global environment in which disruptions in global supply chains and supply constraints persist, could generate additional inflationary pressures on different raw materials, including oil, natural gas, coal, fertilizers and various agricultural products, given the importance of these countries in the production and export of these resources.

Inflation expectations have continued to rise for the short term, as shown by the monthly survey of the Bank of",False,No
3033,2021-11-03,,Central Bank of Colombia,coal,"ainly due to the growth in domestic demand that encourages imports. The expected rebound in the profits of foreign-invested companies also contributes to the widening of the external imbalance, reflecting the recovery in economic activity and higher coal and oil prices. The increase in the external imbalance is a source of vulnerability, particularly in a context in which external financial conditions would become less favorable more quickly than previously anticipated.
Unanimously endorsing the nee",False,No
3067,2017-12-28,,Central Bank of Colombia,coal,"y below.
 
They also referred to weak demand, which is reflected in both third-quarter GDP data and industry, trade and consumer surveys available for the third quarter. On the external front, the good performance of total exports, marked by oil and coal, as well as non-traditional exports, was highlighted. 
 
Directors agreed that the space to reduce the intervention rate has been reduced. For that reason, they considered it appropriate to wait to have more information on the behavior of inflation,",False,no
3075,2017-05-12,,Central Bank of Colombia,coal,"h. The currencies of these countries have continued to appreciate.
Colombia's terms of trade would have remained at levels higher than those of a year ago, thanks to the increase in the price of the country's main export products (especially oil and coal). In the case of oil, although significant fluctuations have been observed in its price, so far this year it has remained above USD 50 per barrel (Brent reference). 
In summary, for 2017 it is expected that the strong transitory shocks that diverted",False,No
3089,2016-03-04,,Central Bank of Colombia,coal,"nt by some of the main crude oil producers not to make additional increases in their production would not impact the market as the oversupply of crude oil would persist. International gold and silver prices rose significantly, while those of copper, coal, nickel, and food remained low. With this, the country's terms of trade would have remained at the lowest since 2003.
6. In January, inflation would have remained low in the United States, the euro area and China, while in Latin America it would rem",False,No
3090,2016-02-12,,Central Bank of Colombia,coal,"ACROECONOMIC CONTEXT
 
to. So far in January (as of the 26th), the international price of oil fell significantly again (17.6% compared to the December average) and was at the lowest level since 2003. Prices of other commodities (including coffee and coal) have also declined in recent weeks. With this, the terms of trade continue with a downward trend.
 
b. In addition, falls were observed in the stock markets and increases in volatility in the financial markets, mainly due to the prospects of a furt",False,No
3102,2015-02-13,,Central Bank of Colombia,coal,"levels not seen since 2009. The probability that much of this decline is structural is high and because of this oil price forecasts were significantly reduced compared to what was estimated a quarter ago. Other products exported by Colombia, such as coal and nickel, also registered falls in their international prices. 
The risk premiums of several emerging countries have increased, their currencies have depreciated and the price of some financial assets has deteriorated. This behavior has been much ",False,No
3109,2014-07-04,,Central Bank of Colombia,coal,"es, with the exception of Colombia.ii.The behavior of commodity prices has been uneven. The price of oil continues to be above the forecast of the Bank's technical staff for 2014 and in recent weeks has rebounded due to geopolitical factors; that of coal remained stable, that of nickel showed an upward trend so far this year, despite some fall during the last four weeks and that of coffee showed a certain setback. In the case of the prices of imported foods such as wheat and corn, decreases were obs",False,no
3111,2014-05-09,,Central Bank of Colombia,coal,"bruary, total exports registered a decrease of 8.5%, due to the joint fall in mining goods (-10.3%) and industrial and other goods (-15.1%). In the first group, the reduction is explained by lower foreign sales of crude oil (-12.2%), gold (-48%) and coal (-6.6%). In the second, mainly due to the fall in vehicle exports (-67.5%). On the other hand, exports of the main agricultural goods grew 34.4% as a whole (bananas 90.1%, coffee 20% and flowers 31.8%). On the supply side, the indicators available f",False,No
3112,2014-04-04,,Central Bank of Colombia,coal,"rong dynamism was observed. In the latter, the expansion was mainly explained by the significant boost in coffee production. Mining (4.9%) presented a mixed behavior: while oil production grew annually at a rate above the rest of the sectors (7.8%), coal production contracted (-4.0%), as a result of several supply shocks that occurred throughout the year. Finally, industry showed a decrease in value added for the second consecutive year (-1.2%).
For the first quarter of 2014, the available informati",False,No
3113,2014-03-14,,Central Bank of Colombia,coal,"uarter.
 
Regarding foreign trade, in December total exports in dollars increased 6.5%, thanks to the joint increase of mining (3.6%), agricultural (18.4%) and other exports (5.5%). The increase in mining companies was due to higher foreign sales of coal (36.2%) and crude oil (7.2%). In the case of agricultural products, growth was recorded in coffee (16.9%), bananas (21.3%) and flowers (18.6%). On the other hand, exports of industrial and other goods increased 5.5%, mostly due to growth in the food",False,No
3114,2014-02-14,,Central Bank of Colombia,coal,"Brazil and Chile, while in Peru it maintained its growth rate; in the case of Mexico, some recovery was observed. In relation to the international prices of commodities exported by Colombia, during the fourth quarter the international prices of oil, coal and nickel remained relatively stable, while those of coffee continued to show a downward trend. Food prices did not show significant changes in the last months of the year and remained at levels lower than those observed in 2012. In this context, t",False,No
3115,2013-12-13,,Central Bank of Colombia,coal,"cted growth in emerging economies have allowed their prices to decline since August. However, in recent days there has been a slight increase attributed to some public order problems in Libya. In the case of other goods exported by Colombia, such as coal and nickel, prices have remained relatively stable in recent weeks. Food prices remain below 2012 levels and in some cases have seen further declines in recent weeks. As a result, inflation in the main developed economies and in a considerable group",False,No
3116,2013-11-08,,Central Bank of Colombia,coal,"d to the country's foreign sales, in August the total value exported in dollars showed an annual increase of 8.9%. This increase is explained by the 19.3% growth in exports of mining origin (thanks to higher external sales of oil and derivatives and coal). In this month, agricultural exports registered a fall of 0.8%, associated with the negative variation of banana and coffee exports. Exports of industrial and other goods fell 16.4%, mainly due to lower sales of chemicals, other agricultural produc",False,No
3117,2013-10-11,,Central Bank of Colombia,coal,"t of a low base of comparison in 2012. On the other hand, in the month of July there was an annual decrease in the value of total exports in dollars of 6.6%. The fall is largely explained by the variation of -7.4% in exports of mining origin (mainly coal and gold). Likewise, agricultural external sales registered an annual fall of 8.8%. In the case of exports of industrial and other goods, a reduction of 3.2% was observed in July. Total imports in dollars in July decreased 1.6% year-on-year. These l",False,No
3118,2013-09-13,,Central Bank of Colombia,coal,"rm poorly. Regarding exports, during the first half of the year the totals in dollars fell 4% compared to the same period of the previous year. This behavior is mainly explained by the 8% decrease in exports of mining products, given the 29% drop in coal exports and 12.6% in gold exports. Exports of agricultural goods also fell, although by a smaller magnitude (-2%). Exports of industrial and other goods registered an annual growth of 9%.  During the first half of 2013, the total dollar value of CIF",False,No
3119,2013-08-09,,Central Bank of Colombia,coal,"he sector. However, the industrial confidence index recovered slightly and its trend component shows an increase for the first time in a year. With regard to mining, higher growth is expected for the second quarter thanks to the increase observed in coal and oil production, despite the fact that in the latter case there was a drop in June due to supply shocks. Oil production so far this year to June is above one million barrels and coal exports have shown a remarkable performance in the April-May tw",False,No
3120,2013-07-12,,Central Bank of Colombia,coal,"ness in the rest of the components. Both exports and imports decreased compared to the same period in 2012. In the first case, the annual variation was -1.2%. Various supply shocks in mining production considerably affected foreign sales, especially coal. In the second case, the slowdown in annual growth to -0.2% occurred mainly in external purchases of capital goods. On the supply side, construction and social, personal and communal services were the branches that reported the highest annual growth",False,No
3121,2013-06-14,,Central Bank of Colombia,coal,"ows: mining 22.3% annually, agricultural 24.2% and industrial 9.4%. With respect to supply indicators, the news shows mixed behaviors. Coffee production continues to expand at favorable rates. Mining-energy activity showed good oil production, while coal production was affected by labor problems and environmental sanctions. The industry registered a significant deterioration during the quarter. The index of industrial production without threshing contracted 11.5% in annual terms in March. With this ",False,no
3122,2013-05-10,,Central Bank of Colombia,coal," the Fedesarrollo survey, the current situation and the 6-month expectations of merchants indicate some deterioration in the sector. With respect to construction, cement production showed a 4.8% annual drop, so its trend component continues to fall. Coal production is also expected to fall due to supply shocks in February and March. For total mining activity, however, the increase in oil production should partly offset the previous negative effect. Oil production increased significantly during the f",False,No
3123,2013-04-05,,Central Bank of Colombia,coal,"ance (5.5% per year) and communal, social and personal services (4.9% per year). In the case of mining, there was a sharp slowdown compared to 2011 (14.4% year-on-year), which was concentrated in the second half of the year due to the contraction of coal production and the slower growth rate of oil production. In the financial sector, despite the slowdown in credit in the second half of the year, significant growth was reported that contributed positively to the total expansion of the economy, given",False,No
3124,2013-03-08,,Central Bank of Colombia,coal,". In the same way, for all of 2012 the growth forecast would remain in a range between 3.3% and 3.9%. With regard to GDP expansion in the first quarter of 2013, unfavorable news has emerged in recent weeks that may reduce growth. This is the case of coal, where the paralysis of the production of the two most important companies in the sector, (Cerrejón and Drummond), seriously limits the expansion of the mining sector at the beginning of the year. In the same way, in January the sales of vehicles re",False,no
3125,2013-02-08,,Central Bank of Colombia,coal,"011 (-8.2% if aircraft re-exports are included). The performance in November is due to the joint fall in exports of mining goods (-11.9%) and agricultural goods (-18.9%). Within these groups, the decreases in exports of oil and derivatives (-13.8%), coal (-12.4%) and coffee (-42%) stand out. The group of industrial and other exports registered a positive annual variation of 12.7% in November 2012, highlighting the increases in exports of vehicles (246%), chemical products (5.2%) and machinery and el",False,No
3126,2013-01-04,,Central Bank of Colombia,coal," in 2011 grew by more than 11% in real terms, have been slowing down so far in 2012 and in the third quarter they grew 2.5%. This largely reflects the effect of the global slowdown on Colombian foreign trade, as well as the falls observed in oil and coal production during the third quarter, due to supply shocks that would initially be transitory. Likewise, consistent with the lower dynamism of domestic demand, the real growth of imports has decreased from 21.5% in 2011 to 8.8% in the third quarter o",False,No
3127,2012-12-07,,Central Bank of Colombia,coal,"s of the months of July and August (20% on average). In the month of September, total exports in dollars grew 4.9% compared to the same month last year (6.1% if aircraft re-exports are included). Foreign sales continued to be led by oil sales, while coal sales fell again and industrial sales remain stagnant. On the other hand, exports of agricultural origin presented a fall of 7.7% compared to the same month of the previous year, given the lower value exported of coffee and bananas. Although the ann",False,No
3128,2012-11-14,,Central Bank of Colombia,coal,"e to the 14.6% drop in mining exports, as agricultural, industrial and other exports grew at annual rates of 2.7% and 5.8% respectively. In the case of goods of mining origin, the items that showed falls were oil and derivatives (-2.9% annually) and coal (-55% annually). The higher exports of agricultural products are explained by the increase in the export values of coffee (15% annually) since exports of bananas and flowers fell annually by 14% and 3% respectively. On the supply side, the indicator",False,No
3130,2012-09-07,,Central Bank of Colombia,coal,"been an improvement given the behavior of cement production and construction licenses. As for Colombian exports, in June the totals in dollars fell 2.3% annually as a result of the lower nominal growth of those of mining origin (oil and derivatives, coal, ferronickel and gold) 0.7% and the contraction in the export value of agricultural products (coffee, bananas and flowers) -21.4% and industrial -3.8%. In the case of goods of mining origin, their growth was affected by the fall in foreign sales of ",False,No
3132,2012-07-13,,Central Bank of Colombia,coal,"gricultural exports, a 9% drop in industrial exports without basic goods and a lower growth rate in foreign sales of mining origin (11.5% annually). By products, exports of oil and derivatives grew 19.4% annually in April, offsetting the 20% drop in coal sales. As for exports of coffee, bananas and flowers, these registered decreases of 57%, 10.9% and 18.7% respectively. The fall in industrial exports was due to lower sales of food and beverages (-15.6%), chemicals (-9.8%) and textiles (-16.4%).c. F",False,No
3133,2012-06-08,,Central Bank of Colombia,coal,"ere is also some stagnation in the indicator. As for Colombian exports, in March they grew 16.1% annually (in dollars). This behavior is explained by the increase in foreign sales of basic goods of mining origin, mainly higher sales of crude oil and coal. For their part, the main agricultural exports fell 15% in annual terms, given the fall in coffee and banana sales. The rest of exports decreased 1.5% year-on-year, due to a base of comparison effect, since their value increased significantly compar",False,No
3135,2012-04-04,,Central Bank of Colombia,coal,"n was 21.5%, driven, in order, by purchases of capital goods, raw materials and consumer goods. Similarly, foreign sales showed significant dynamism by growing 11.4%, mainly thanks to the behavior of traditional exports (coffee, oil and derivatives, coal and ferronickel). Sales of the rest of the products also presented a satisfactory performance. In the fourth quarter, there was an acceleration in total exports (15.8%) compared to the previous three quarters of the year. On the supply side, the goo",False,No
3136,2012-03-09,,Central Bank of Colombia,coal,"ed to grow, suggesting a good performance of the 
construction. 

Foreign sales in December continued to grow. The value of the 
exports in dollars again registered a high increase (43% 
annually), mainly explained by exports of mining origin 
(oil, coal, ferronickel and gold) that increased 55.3% annually. Sales 
of the main goods of agricultural origin (coffee, bananas and 
Flowers) fell 8.3% annually, due to the poor coffee harvest. The rest of the 
exports accelerated in December and increased 4",False,No
3137,2012-02-10,,Central Bank of Colombia,coal,"s 
three months (5.5%).  

Colombia's foreign sales continued to grow. In November, 
Total exports in dollars grew 42.5% year-on-year, a fact explained 
mainly due to an increase of 52.1% in foreign sales of the 
main products of mining origin (oil, coal, gold, ferronickel). 
Likewise, industrial exports increased 31.5% and those of origin 
8.4%.  By destination, industrial exports to 
Venezuela grew 69.1%, Ecuador 28.1% and the rest of the LAIA 26.9%. 

In general terms, in 2011 there would have be",False,No
3139,2011-12-09,,Central Bank of Colombia,coal,"or. 

As for foreign sales, until September the effect of the context 
weaker external has not been important.  Thus, total exports in 
dollars increased at an annual rate of 36%. This growth originated in 
higher sales of crude oil and derivatives, coal and gold. The impulse in 
exports of mining origin, both due to the behavior of the 
prices (32%) and quantities (4%).  Exports of 
basic goods of agricultural origin do not show a recovery. Indeed 
these registered an annual drop of 4.1% in Septemb",False,No
3140,2011-11-11,,Central Bank of Colombia,coal,"sector is expected 
for the third quarter due to the impact of climatic factors 
especially in the coffee harvest.  

Total exports in August increased at a rate of 50% 
annual. This growth originated from higher sales of crude oil and 
derivatives, coal and industrial products. The boost in exports of 
mining origin is explained both by the behavior of prices and 
the amounts, whose rates registered annual increases of 38% and 22%, 
respectively.  Exports of basic agricultural goods 
had a lower an",False,No
3141,2011-10-14,,Central Bank of Colombia,coal," 
the only one that registered an annual decline. 

Total exports in dollars grew at an annual rate of 55%. 
This increase was driven by both higher prices and 
quantities produced of crude oil and derivatives and, to a lesser extent, by 
exports of coal and some industrial products. For its part, 
exports of agricultural commodities (coffee, bananas and flowers) 
they registered a 6.6% annual drop.  In the case of exports 
(excluding petroleum derivatives, ferronickel, gold and coffee), during the ",False,no
3142,2011-09-02,,Central Bank of Colombia,coal," 
acceleration of foreign sales in dollars.  In June, exports in 
dollars grew 54% annually, a figure higher than the May record (34%).  This 
increase was explained by higher sales of basic products of mining origin 
(crude oil and its derivatives, coal, gold and ferronickel) that provided the 
82% of total growth.  

With regard to the productive sectors, the indicators 
published by ANDI and Fedesarrollo suggest that the industrial sector 
maintained the dynamism observed in the first quarter.  P",False,No
3143,2011-08-12,,Central Bank of Colombia,coal," 
86% per year. 

As for foreign trade, Colombian exports in dollars 
grew so far this year to May at an annual rate of 36%. The increase 
of exports is mainly explained by a growth of 48% 
of commodities (petroleum and its derivatives, ferronickel, coal, coffee, 
gold, bananas and flowers).  For the same period, other exports 
increased 6%.  Total imports in dollars showed a 
annual variation in May of 55%.  For the accumulated 12 months, the 
growth in total imports is 33.9%.  

GDP growth in the ",False,No
3144,2011-07-01,,Central Bank of Colombia,coal,"t a high rate (34.6% annually in value and 2.5% in 
volume), although below that observed in the previous month (46.4% and 
7.4% respectively). Exports were again boosted by 
the good performance in international markets of products such as coffee, 
coal, ferronickel, gold, petroleum and derivatives. The rest of the foreign sales 
in dollars they grew 9.1% and with destinations other than Venezuela they grew 12.8%. 
As for imports, their growth continues to be dynamic 
(32,2%).  It is estimated that",False,No
3148,2011-03-11,,Central Bank of Colombia,climate change,"veral of these goods. 
With regard to supply, the climatic problems present since the middle of the 
of the previous year, and recent political developments have contributed to the 
increase in these prices.  In this context, the shock is likely to 
climate change will be diluted over the course of the year. In the case of those of demand, their 
duration may be longer since they are due to associated structural factors 
with the expected good performance of emerging economies. 

4

In this context of good gl",True,yes
3149,2011-02-14,,Central Bank of Colombia,coal,"er, GDP grew at an annual rate of 3.6%, lower than the previous 
expected by the market and the Bank.    This behavior was explained 
mainly due to the contraction in the construction of buildings and works 
and, to a lesser extent, by low growth in coal and a 
less favorable performance than expected in coffee.   

On the demand side, the lowest record corresponded to a low 
growth in investment, particularly in construction and in 
a lower than expected performance of exports, the latter affected ",False,No
3154,2010-09-03,,Central Bank of Colombia,coal,"otal foreign sales grew 11.7% 
annually, when a month ago they had done so at a rate of 30% per year.  This  
Lower growth rate was observed in the main categories according to the 
Origin of the goods.  External sales of the main products (coffee, 
coal, ferronickel oil and their derivatives) increased by 30% in June, a figure 
24.9 pp lower than that observed in May.  On the other hand, exports 
agricultural grew 0.8% annually and industrial without main products 
-19.7% year-on-year, figures 0.5 ",False,no
3155,2010-08-06,,Central Bank of Colombia,coal,"ther hand, exports 
of the industrial sector without coffee, petroleum derivatives, ferronickel and gold 
registered levels in May similar to those observed in the same month of 
2009, with an annual growth of 1%. 

The main export products (coffee, coal, ferronickel, 
oil and derivatives), which accounted for 61% of total sales 
in the month of May, registered an annual growth in that period 
51% in values and 31% in volumes.    

In May, sales to Venezuela of the industrial sector without major 
p",False,No
3156,2010-07-02,,Central Bank of Colombia,coal,"se observed during the same period 
month of 2009, with an annual growth of 1.3%. 

Compared to March 2010, total exports in dollars 
grew 4.4% mainly due to the increase in sales 
external mining sector (15.7%).  

The main export products (coffee, coal, ferronickel, 
petroleum and derivatives), which accounted for 64% of total sales 
in April, presented an annual growth of 86% in values 
and 23% in volumes. 

In April, sales to Venezuela of the industrial sector without major 
products (coffee, pe",False,No
3157,2010-06-11,,Central Bank of Colombia,coal,"e same month of the year 
previous.  However, when discounting exports from the industrial sector 
major products such as coffee, ferronickel, petroleum derivatives and gold, 
an annual drop of 8.1% is observed.""  

The main export products (coffee, coal, ferronickel, 
oil and derivatives, which accounted for 57% of the 
total foreign sales), presented an annual growth of 39.8% in 
dollars and a decrease of 5.8% in volumes.  

By country of destination, the highest demand for our exports 
total sale",False,No
3163,2009-12-04,,Central Bank of Colombia,climate change," among the members of the Board are 
focused on the following aspects: (i) the elements that affect the 
inflation projections for 2009 and 2010, especially a possible rebound 
in the prices of regulated goods and food due to the phenomenon 
El Niño climate change; (ii) the lagged effect of monetary policy measures 

6

on production and prices; (iii) the growth projections of the 
economy for the remainder of the year and 2010 with a more 
weak than projected and a lower fiscal impulse next year;    (iv) the",False,No
3164,2009-11-06,,Central Bank of Colombia,climate change," among the members of the Board are 
focused on the following aspects: (i) the elements that affect the 
inflation projections for 2009 and 2010, especially a possible rebound 
in the prices of regulated goods and food due to the phenomenon 
El Niño climate change; (ii) the lagged effect of monetary policy measures 
on production and prices; (iii) the growth projections of the 
economy for the remainder of the year and 2010 with a more 
weak than projected and a lower fiscal impulse next year;    (iv) the 
A ",True,Yes
